App.,Taxon,Term,Unit,Country,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
II,Ursus maritimus,skulls,Number of specimens,IT,,,,,1,,,1,,,
II,Ursus maritimus,skulls,Number of specimens,JP,,,,3,2,,,1,1,,
II,Ursus maritimus,skulls,Number of specimens,KG,,,,,,,2,,,,
II,Ursus maritimus,skulls,Number of specimens,LT,,,,,,,,,1,,
II,Ursus maritimus,skulls,Number of specimens,NL,,,,1,,,,,,,
II,Ursus maritimus,skulls,Number of specimens,NO,,,,,1,1,,,,,
II,Ursus maritimus,skulls,Number of specimens,NZ,,,,,3,,1,1,,,
II,Ursus maritimus,skulls,Number of specimens,PA,,,,,,1,,,,,
II,Ursus maritimus,skulls,Number of specimens,PH,,,,,1,,,,,,
II,Ursus maritimus,skulls,Number of specimens,PL,,,,,,,,1,,,
II,Ursus maritimus,skulls,Number of specimens,RO,,,,,,,,1,,,
II,Ursus maritimus,skulls,Number of specimens,RU,,,,1,4,,,,,,
II,Ursus maritimus,skulls,Number of specimens,SE,,,,,,,,1,,,
II,Ursus maritimus,skulls,Number of specimens,TW,,,,,,2,1,5,4,,
II,Ursus maritimus,skulls,Number of specimens,UA,,,,1,,,,,,,
II,Ursus maritimus,skulls,Number of specimens,US,,,,,,,1,,,,
II,Ursus maritimus,skulls,Number of specimens,ZA,,,,,,,,1,,,
II,Ursus maritimus,skulls,,AT,4,1,,,,,,,,,
II,Ursus maritimus,skulls,,AU,1,8,2,,,,,,,,
II,Ursus maritimus,skulls,,BE,1,7,1,6,,,,,,,
II,Ursus maritimus,skulls,,BR,1,1,,,,,,,,,
II,Ursus maritimus,skulls,,CH,1,,1,,,,,,,,
II,Ursus maritimus,skulls,,CN,3,,9,8,,,,,,,
II,Ursus maritimus,skulls,,CZ,1,2,3,,,,,,,,
II,Ursus maritimus,skulls,,DE,2,1,3,1,1,,,,,,
II,Ursus maritimus,skulls,,DK,2,,4,,,,,,,,
II,Ursus maritimus,skulls,,EE,,3,3,,,,,,,,
II,Ursus maritimus,skulls,,ES,2,1,1,,1,,,,,,
II,Ursus maritimus,skulls,,FR,1,3,3,,,,,,,,
II,Ursus maritimus,skulls,,GB,,4,2,,,,,,,,
II,Ursus maritimus,skulls,,GL,1,,,,,,,,,,
II,Ursus maritimus,skulls,,HU,1,,1,,,,1,,,,
II,Ursus maritimus,skulls,,IT,4,,1,,,,,,,,
II,Ursus maritimus,skulls,,JP,,,,1,,,,,,,
II,Ursus maritimus,skulls,,LT,,1,,,,,,,,,
II,Ursus maritimus,skulls,,MX,,,1,,,,,,,,
II,Ursus maritimus,skulls,,NL,,1,1,,,,,,,,
II,Ursus maritimus,skulls,,NO,,1,1,1,,,,,,,
II,Ursus maritimus,skulls,,NZ,,,2,,,,,,,,
II,Ursus maritimus,skulls,,PA,,,,,,,,,1,1,
II,Ursus maritimus,skulls,,RO,,1,,,,,,,,,
II,Ursus maritimus,skulls,,RU,2,1,2,,,,,,,,
II,Ursus maritimus,skulls,,SE,1,2,,,,,,,,,
II,Ursus maritimus,skulls,,TH,1,1,,,,,,,,,
II,Ursus maritimus,skulls,,TW,,,3,,,,,,,,
II,Ursus maritimus,skulls,,UA,,1,,,,,,,,,
II,Ursus maritimus,skulls,,ZA,1,,,,,,,,,,
II,Ursus maritimus,specimens,cm3,US,8,,,,,,,,,,
II,Ursus maritimus,specimens,g,CA,,194.25,,100,,,550,300,75,,
II,Ursus maritimus,specimens,g,DK,,1050,,,,3,,,,,
II,Ursus maritimus,specimens,g,GB,,,,,50,,,,,,
II,Ursus maritimus,specimens,g,SE,,10,,,300,,,,,,
II,Ursus maritimus,specimens,g,US,,5.75,,800,,,,,,,
II,Ursus maritimus,specimens,kg,CA,,,,,0.5,,,,75,,
II,Ursus maritimus,specimens,kg,DK,125.9,81.5,75,75,74.5,75,75,75,,,
II,Ursus maritimus,specimens,kg,IS,,,,,,,10,,,,
II,Ursus maritimus,specimens,kg,US,0.1,,,,,,,,10,,
II,Ursus maritimus,specimens,ml,ES,,,,,100,,,,,,
II,Ursus maritimus,specimens,ml,US,32,,,,,,,,,,
II,Ursus maritimus,specimens,Number of specimens,CA,,,,137,6,,,1171,,,
II,Ursus maritimus,specimens,Number of specimens,DK,,,,,,1,7,,,,
II,Ursus maritimus,specimens,Number of specimens,NO,,,,,,,,,39,,
II,Ursus maritimus,specimens,Number of specimens,SE,,,,55,,,,,,,
II,Ursus maritimus,specimens,Number of specimens,SJ,,,,,,,136,,,,
II,Ursus maritimus,specimens,Number of specimens,US,,,,,,510,556,,844,,
II,Ursus maritimus,specimens,,CA,,,8843,55,,,,,,,
II,Ursus maritimus,specimens,,CN,,40,,,,,,,,,
II,Ursus maritimus,specimens,,DE,20,392,,,,,,,,,
II,Ursus maritimus,specimens,,DK,578,,,,,,,,,,
II,Ursus maritimus,specimens,,FR,19,112,,,,,,,,,
II,Ursus maritimus,specimens,,GB,5,60,30,,,,,,,,
II,Ursus maritimus,specimens,,GL,,185,,,,,,,,,
II,Ursus maritimus,specimens,,HK,,,,12,,,,,,,
II,Ursus maritimus,specimens,,RU,,,,5,,,,,,,
II,Ursus maritimus,specimens,,US,1778,812,,71,,,,,,,
II,Ursus maritimus,specimens,,XX,2,,,,,,,,,,
II,Ursus maritimus,teeth,Number of specimens,US,,,,760,408,383,,,1638,,
II,Ursus maritimus,teeth,,CA,,,46,,,,,,,,
II,Ursus maritimus,teeth,,US,74,879,,,,,,,,,
II,Ursus maritimus,trophies,Number of specimens,AU,,,1,,,1,,,,,
II,Ursus maritimus,trophies,Number of specimens,BE,,,,,1,,,,,,
II,Ursus maritimus,trophies,Number of specimens,BG,,,,,,,,1,4,,
II,Ursus maritimus,trophies,Number of specimens,CH,,,,,,,,,1,,
II,Ursus maritimus,trophies,Number of specimens,DE,,,,,,6,,1,,,
II,Ursus maritimus,trophies,Number of specimens,DK,,,,,,,,,4,,
II,Ursus maritimus,trophies,Number of specimens,ES,,,,,,,2,1,1,,
II,Ursus maritimus,trophies,Number of specimens,FR,,,,,1,,,,,,
II,Ursus maritimus,trophies,Number of specimens,IT,,,,,,1,,1,,,
II,Ursus maritimus,trophies,Number of specimens,NO,,,,,1,1,1,,,,
II,Ursus maritimus,trophies,Number of specimens,PL,,,,,,,,1,,,
II,Ursus maritimus,trophies,Number of specimens,RO,,,,,,,,2,,,
II,Ursus maritimus,trophies,Number of specimens,ZA,,,,,,,,2,,,
II,Ursus maritimus,trophies,,AT,,2,1,3,1,,,,,,
II,Ursus maritimus,trophies,,AU,1,1,,,,,,,,,
II,Ursus maritimus,trophies,,BE,,2,1,1,,,,,,,
II,Ursus maritimus,trophies,,CH,2,,,,,,,,,,
II,Ursus maritimus,trophies,,CN,1,,,,,,,,,,
II,Ursus maritimus,trophies,,CZ,1,1,2,,,,,,2,,
II,Ursus maritimus,trophies,,DE,1,,2,3,1,,,,,,
II,Ursus maritimus,trophies,,DK,4,,3,3,2,,,,,,
II,Ursus maritimus,trophies,,EE,,3,3,1,,,,,,,
II,Ursus maritimus,trophies,,ES,1,1,1,3,3,,,,,,
II,Ursus maritimus,trophies,,FR,,1,1,2,,,,,,,
II,Ursus maritimus,trophies,,GB,,1,,,,,,,,,
II,Ursus maritimus,trophies,,HU,1,,1,,,1,,,2,,
II,Ursus maritimus,trophies,,IS,,,1,,,,,,,,
II,Ursus maritimus,trophies,,IT,2,,1,,6,,,,,,
II,Ursus maritimus,trophies,,LB,,,,,,3,,,,,
II,Ursus maritimus,trophies,,LT,2,1,,,,,,,1,,
II,Ursus maritimus,trophies,,NO,,,3,4,,,,,,,
II,Ursus maritimus,trophies,,PH,1,,,,,,,,,,
II,Ursus maritimus,trophies,,RO,,1,,,,,,,,,
II,Ursus maritimus,trophies,,SE,,2,,,,,,,,,
II,Ursus maritimus,trophies,,TH,,1,,1,,,,,,,
II,Ursus maritimus,trophies,,TR,,,,2,,,,,,,
II,Ursus maritimus,trophies,,ZA,1,,,,,,,,,,
II,Ursus spp.,bones,Number of specimens,US,,,,,7,,,,,,
II,Ursus spp.,meat,kg,US,,,9.07194,,,,,,,,
II,Ursus spp.,rug,Number of specimens,CN,,,,,,,,,1,,
II,Ursus spp.,trophies,Number of specimens,US,,,,,,3,1,,,,
II,Ursus spp.,trophies,,US,,,1,,,,,,,,
II,Vicugna vicugna,cloth,cm2,IT,,,,,,,,3200,,,
II,Vicugna vicugna,cloth,cm2,US,,,,78900,,,,,,,
II,Vicugna vicugna,cloth,g,AE,,,,,130.06,,,,,,
II,Vicugna vicugna,cloth,g,CH,,,,,,30,,,75,,
II,Vicugna vicugna,cloth,g,CN,,,,,,,,,169,,
II,Vicugna vicugna,cloth,g,FR,,,,,,,,2.14,,,
II,Vicugna vicugna,cloth,g,JP,,,,,,195.09,,,,,
II,Vicugna vicugna,cloth,g,KR,,,,,0.004,81.16,,,,,
II,Vicugna vicugna,cloth,g,SG,,,,,,,,,33.8,,
II,Vicugna vicugna,cloth,g,US,,,,1040,,58,,62.89,,,
II,Vicugna vicugna,cloth,kg,AE,,,,,0.06503,,,0.03,0.039,,
II,Vicugna vicugna,cloth,kg,AU,1.56,,,1.45,1.74,,,,,,
II,Vicugna vicugna,cloth,kg,BR,,,4.8,,,,,,,,
II,Vicugna vicugna,cloth,kg,CA,,,1.08,,,,,0.81,,,
II,Vicugna vicugna,cloth,kg,CH,,,,1.06,,,,,13.985,,
II,Vicugna vicugna,cloth,kg,CN,1.466,0.9150,24.19,4.614,0.30221,,,0.16,24.1757,,
II,Vicugna vicugna,cloth,kg,DE,2.22,0.6,4.25,,,,,,1.126,,
II,Vicugna vicugna,cloth,kg,ES,,,,,,,,,1.393,,
II,Vicugna vicugna,cloth,kg,FR,,,,,,,,23.98644,13.514,,
II,Vicugna vicugna,cloth,kg,GB,,,,,,,,,1.8960,,
II,Vicugna vicugna,cloth,kg,HK,5.73,1.66,1.86,0.644,0.114,0.080,,0.04,14.4503,,
II,Vicugna vicugna,cloth,kg,IN,,2.3768,3.60,0.1056,2.2820,1.13,,4.95,0.9110,,
II,Vicugna vicugna,cloth,kg,JP,13.868,10.9773,4.66,5.9581,1.65359,,13.87,,4.626,,
II,Vicugna vicugna,cloth,kg,KR,,,0.03,,0.07210,,0.872,,0.9035,,
II,Vicugna vicugna,cloth,kg,KW,,,0.65,0.392,0.06503,,,,,,
II,Vicugna vicugna,cloth,kg,LK,,,,,,,,0.93,0.9312,,
II,Vicugna vicugna,cloth,kg,MU,,,,,,,,,0.0273,,
II,Vicugna vicugna,cloth,kg,MX,,,,,,,,,0.4221,,
II,Vicugna vicugna,cloth,kg,PE,,,127.92,,,,,,,,
II,Vicugna vicugna,cloth,kg,SA,,5.25,,,,,,,,,
II,Vicugna vicugna,cloth,kg,SG,,,,0.0187,,,,,0.852677,,
II,Vicugna vicugna,cloth,kg,TR,,,,0.0484,,,,,0.2814,,
II,Vicugna vicugna,cloth,kg,US,,6.919,5.17,10.65445,56.8150,5.7,0.15931,4.3315,10.788620,,
II,Vicugna vicugna,cloth,kg,VN,,,,0.0495,0.0605,,,,0.1090,,
II,Vicugna vicugna,cloth,kg,XV,,,,,,,,0.13006,,,
II,Vicugna vicugna,cloth,m,CH,,,,,17.5,,0.52,,,,
II,Vicugna vicugna,cloth,m,CN,55.7,,,,2.2,,,,27.5,,
II,Vicugna vicugna,cloth,m,DE,6,,,,,,,,,,
II,Vicugna vicugna,cloth,m,FR,,,,,,,,24,,,
II,Vicugna vicugna,cloth,m,IN,,,,4.35,,,,,,,
II,Vicugna vicugna,cloth,m,JP,,,,,,,0.018,,7.8,,
II,Vicugna vicugna,cloth,m,PE,,,,,,62.3,200,,,,
II,Vicugna vicugna,cloth,m,TR,,,,,,,,,,6,
II,Vicugna vicugna,cloth,m,US,,3.3,10.2,,331,1,,,7.04,,
II,Vicugna vicugna,cloth,m2,AE,305.6,2.55,,9.81,374.16,51,59.495,94.91,52.670,,
II,Vicugna vicugna,cloth,m2,AR,1,,,,,,,,,,
II,Vicugna vicugna,cloth,m2,AU,,2.7,,0.019,0.004,0.6,0.610,1.06,5.4,,
II,Vicugna vicugna,cloth,m2,AZ,,,,,0.026,,,,,,
II,Vicugna vicugna,cloth,m2,BH,,,,,0.001,,,,,,
II,Vicugna vicugna,cloth,m2,BR,,75.53,15,,,,0.42,335.40,,,
II,Vicugna vicugna,cloth,m2,CA,40.931,102.265,51.180,161.54,,11.41,5.54,79.02,89.43,,
II,Vicugna vicugna,cloth,m2,CH,7.68,13.6583,0.275,8.515,0.058,16.092,26.250,27.04,8.75,,
II,Vicugna vicugna,cloth,m2,CL,,,,,,,0.66,,,,
II,Vicugna vicugna,cloth,m2,CN,779.926,671.475,84.711,58.349,76.197,213.522,172.025,179.488,269.91,,
II,Vicugna vicugna,cloth,m2,CO,,,10.50,0.206,,,0.84,,,,
II,Vicugna vicugna,cloth,m2,EC,3.3,3,,,2.631,,,,,,
II,Vicugna vicugna,cloth,m2,EG,,,,,,0.204,,,,,
II,Vicugna vicugna,cloth,m2,GB,,,,,,72.04,133.984,70.19,17.04,,
II,Vicugna vicugna,cloth,m2,HK,117.32,744.74,189.49,2505.944,23.341,90.705,45.219,107.739,129.250,,
II,Vicugna vicugna,cloth,m2,IN,36.16,53.710,10.275,25.71,11.98,10.714,28.430,216.18,98.44,,
II,Vicugna vicugna,cloth,m2,JP,338.40,376.867,337.180,169.791,121.348,126.276,296.101,156.468,116.323,,
II,Vicugna vicugna,cloth,m2,KH,,,,,0.001,,,,,,
II,Vicugna vicugna,cloth,m2,KR,767.04,946.50,178.98,47.730,9.101,367.663,776.71,78.275,539.81,,
II,Vicugna vicugna,cloth,m2,KW,301,1.263,0.9,243,0.001,250.81,,1053.565,36.84,,
II,Vicugna vicugna,cloth,m2,KZ,,,,,,,,9.25,,,
II,Vicugna vicugna,cloth,m2,LB,,,0.78,4.5,,,13.284,7.07,,,
II,Vicugna vicugna,cloth,m2,MC,,,,,,,,,10.740,,
II,Vicugna vicugna,cloth,m2,MU,,,,,,,,,0.42,,
II,Vicugna vicugna,cloth,m2,MX,48.76,24.99,20.58,25.071,4.65,435,6.36,4.23,,,
II,Vicugna vicugna,cloth,m2,MY,13.58,2.55,4.35,,,,,,,,
II,Vicugna vicugna,cloth,m2,NO,,,,1.484,,,,,,,
II,Vicugna vicugna,cloth,m2,NZ,,1,,,,,,,,,
II,Vicugna vicugna,cloth,m2,OM,,,,,,,14.56,,,,
II,Vicugna vicugna,cloth,m2,PE,180.61,230.10,121.976,,238.407,,292,,46.5,,
II,Vicugna vicugna,cloth,m2,PK,58.2,,3,18.23,,,,,,,
II,Vicugna vicugna,cloth,m2,QA,9.75,18.59,10.50,25.390,0.001,3.3,9.30,,,,
II,Vicugna vicugna,cloth,m2,RS,,,,,,,5.3,1.06,23.10,,
II,Vicugna vicugna,cloth,m2,RU,24.75,64.8,22.87,26.70,15.809,1.198,,,,,
II,Vicugna vicugna,cloth,m2,SA,7.5,16.35,,,,,,36.68,5.25,,
II,Vicugna vicugna,cloth,m2,SG,13.43,53.96,19.52,9.15,5.072,30.444,65.895,55.495,26.906,,
II,Vicugna vicugna,cloth,m2,TH,,,,,,,,,8.85,,
II,Vicugna vicugna,cloth,m2,TM,,,,,,,0.42,,,,
II,Vicugna vicugna,cloth,m2,TR,168,119.245,62.73,13.922,14.592,30.33,15.534,7.670,4.539,84.77,
II,Vicugna vicugna,cloth,m2,TW,,,,,0.002,,0.010,0.105,,,
II,Vicugna vicugna,cloth,m2,UA,17.70,,,,,,,,,,
II,Vicugna vicugna,cloth,m2,US,493.38,166.0117,107.886,163.358,24.370,92.192,119.060,256.178,3334.85,,
II,Vicugna vicugna,cloth,m2,UY,4.95,,,,,,,,,,
II,Vicugna vicugna,cloth,m2,UZ,,,,,0.025,0.002,,,,,
II,Vicugna vicugna,cloth,m2,VN,2.85,,,,0.001,,,4.19,,,
II,Vicugna vicugna,cloth,m3,KR,5.21,,,,,,,,,,
II,Vicugna vicugna,cloth,Number of specimens,AE,,,,,76,45,49,112,213,,
II,Vicugna vicugna,cloth,Number of specimens,AR,,,,,,,,,2,,
II,Vicugna vicugna,cloth,Number of specimens,AU,,,,44,42,30,28,24,120,,
II,Vicugna vicugna,cloth,Number of specimens,BE,,,,,,2,,,,,
II,Vicugna vicugna,cloth,Number of specimens,BO,,,,,,,,,6,,
II,Vicugna vicugna,cloth,Number of specimens,BR,,,,,88,30,172,35,478,,
II,Vicugna vicugna,cloth,Number of specimens,CA,,,,6,,30,29,61,27,,
II,Vicugna vicugna,cloth,Number of specimens,CH,,,,37,163,217,247,119,1322,,
II,Vicugna vicugna,cloth,Number of specimens,CN,,,,,26,171,175,123,715,,
II,Vicugna vicugna,cloth,Number of specimens,GB,,,,,,109,72,81,238,,
II,Vicugna vicugna,cloth,Number of specimens,HK,,,,,117,13,15,,2,,
II,Vicugna vicugna,cloth,Number of specimens,IN,,,,,,,,,42,,
II,Vicugna vicugna,cloth,Number of specimens,JP,,,,,104,78,62,208,502,,
II,Vicugna vicugna,cloth,Number of specimens,KR,,,,163.900,300.90,45,42,36,83.01,,
II,Vicugna vicugna,cloth,Number of specimens,KW,,,,,,,,,29,,
II,Vicugna vicugna,cloth,Number of specimens,KZ,,,,,,15,14,12,27,,
II,Vicugna vicugna,cloth,Number of specimens,MC,,,,,,,,,8,,
II,Vicugna vicugna,cloth,Number of specimens,MO,,,,,,,15,12.01,27,,
II,Vicugna vicugna,cloth,Number of specimens,MX,,,,,,15,14,38,54,,
II,Vicugna vicugna,cloth,Number of specimens,MY,,,,,21,15,42,12,23,,
II,Vicugna vicugna,cloth,Number of specimens,NZ,,,,,21,15,14,,21,,
II,Vicugna vicugna,cloth,Number of specimens,PE,,,,,,,,,92,,
II,Vicugna vicugna,cloth,Number of specimens,QA,,,,,,,5,,3,,
II,Vicugna vicugna,cloth,Number of specimens,RU,,,,,,30,,,,,
II,Vicugna vicugna,cloth,Number of specimens,SA,,,,,,,,,21,,
II,Vicugna vicugna,cloth,Number of specimens,SG,,,,,61,23,27,57,92,,
II,Vicugna vicugna,cloth,Number of specimens,TH,,,,,,22,42,37,149,,
II,Vicugna vicugna,cloth,Number of specimens,TR,,,,,,30,14,124,25,6,
II,Vicugna vicugna,cloth,Number of specimens,TW,,,,,,15,14,5,48,,
II,Vicugna vicugna,cloth,Number of specimens,US,,,,125,326,171,176,307,605,,
II,Vicugna vicugna,cloth,Number of specimens,VN,,,,,,15,42,28,104,,
II,Vicugna vicugna,cloth,Number of specimens,XX,,,,,,,,,1,,
II,Vicugna vicugna,cloth,,AE,19,3,43,68,63,,,,,,
II,Vicugna vicugna,cloth,,AU,8,9,12,32,42,,,,,,
II,Vicugna vicugna,cloth,,BR,8,1,10,29,,,,,,,
II,Vicugna vicugna,cloth,,CA,8,,9,41,42,,,,,,
II,Vicugna vicugna,cloth,,CH,11,2,30,30,349,,,1,,,
II,Vicugna vicugna,cloth,,CN,71,10,55,158,240,,,,,,
II,Vicugna vicugna,cloth,,DK,,,,,,5,,,,,
II,Vicugna vicugna,cloth,,FR,3,,,,,,,,,,
II,Vicugna vicugna,cloth,,GB,,,,,,,,,238,,
II,Vicugna vicugna,cloth,,HK,16,3,38,60,,,,,,,
II,Vicugna vicugna,cloth,,ID,,,,25,21,,,,,,
II,Vicugna vicugna,cloth,,IN,1,,6,,,,,,,,
II,Vicugna vicugna,cloth,,JP,33,6,27,64,116,,,,,,
II,Vicugna vicugna,cloth,,KR,,17,7,43,63,,,,,,
II,Vicugna vicugna,cloth,,KW,8,,6,,,,,,,,
II,Vicugna vicugna,cloth,,KZ,,,13,16,21,,14,,,,
II,Vicugna vicugna,cloth,,MC,,,,,,,,10,,,
II,Vicugna vicugna,cloth,,MX,,1,6,16,21,,,,,,
II,Vicugna vicugna,cloth,,MY,,1,6,16,21,,,,,,
II,Vicugna vicugna,cloth,,NZ,,7,6,16,21,,,,,,
II,Vicugna vicugna,cloth,,QA,8,4,6,15,,,,,,,
II,Vicugna vicugna,cloth,,RU,153,18,18,41,50,,,,,,
II,Vicugna vicugna,cloth,,SA,,1,6,,,,,,,,
II,Vicugna vicugna,cloth,,SG,8,8,6,32,42,,,,,,
II,Vicugna vicugna,cloth,,TH,8,1,6,16,22,22,,,,,
II,Vicugna vicugna,cloth,,TR,16,1,19,32,42,30,14,5,,,
II,Vicugna vicugna,cloth,,TW,8,1,6,13,21,,,,,,
II,Vicugna vicugna,cloth,,US,100,,132,119,232,,,,32,,
II,Vicugna vicugna,cloth,,VN,,8,6,9,,,,,,,
II,Vicugna vicugna,cloth,,ZA,8,1,,,,,,,,,
II,Vicugna vicugna,derivatives,g,KR,,,,,,,,,33.8,,
II,Vicugna vicugna,derivatives,kg,DE,,2.35,,,,,,,,,
II,Vicugna vicugna,derivatives,kg,US,,2,1,,0.455,,,,,,
II,Vicugna vicugna,derivatives,Number of specimens,BR,,,,,,,,,168,,
II,Vicugna vicugna,derivatives,Number of specimens,CN,,,,,1,,2,4,38,,
II,Vicugna vicugna,derivatives,,BR,2,,,,,,,,,,
II,Vicugna vicugna,derivatives,,CN,3,11,,1,,,,,,,
II,Vicugna vicugna,fibres,g,IT,140000,,,,,,,954,,,
II,Vicugna vicugna,fibres,kg,AR,,,,,,499.991,,,,,
II,Vicugna vicugna,fibres,kg,BE,,,,,,,,4.26,1.1,,
II,Vicugna vicugna,fibres,kg,BO,,,,,107.85,,,,,,
II,Vicugna vicugna,fibres,kg,CA,,,,,,1,,,0.52,,
II,Vicugna vicugna,fibres,kg,CH,,,,,,1,12,,,,
II,Vicugna vicugna,fibres,kg,CN,32.15,202.71,19.43,,,,50,200,300,,
II,Vicugna vicugna,fibres,kg,DE,,,,,2,452.530,102.35,,400,,
II,Vicugna vicugna,fibres,kg,FR,,,,,,,0.71,8.06,0.299,,
II,Vicugna vicugna,fibres,kg,GB,,,,,600.45,204.019,554.7761,305.73,279.518,,
II,Vicugna vicugna,fibres,kg,IN,,,,,3.5,22,7,5.2,6,,
II,Vicugna vicugna,fibres,kg,IT,6463.743,6107.895,6785.243,10183.045,8107.016,5915.464,14835.274,11711.048,11926.679,793.31,
II,Vicugna vicugna,fibres,kg,JP,0.05,3.97,,1.2,,3.67,,50,,,
II,Vicugna vicugna,fibres,kg,KR,,,,,,,100,,,,
II,Vicugna vicugna,fibres,kg,PT,,,,0.355,,,,,,,
II,Vicugna vicugna,fibres,kg,SA,,,,,,,,1,,,
II,Vicugna vicugna,fibres,kg,US,,,,3,3.784,4.30,10.266,1,1.41,,
II,Vicugna vicugna,fibres,Number of specimens,AR,,,,,,,,,4,,
II,Vicugna vicugna,fibres,Number of specimens,BO,,,,,,,,,6,,
II,Vicugna vicugna,fibres,Number of specimens,CA,,,,,,,10,8,12,,
II,Vicugna vicugna,fibres,Number of specimens,CH,,,,,,2,,,,,
II,Vicugna vicugna,fibres,Number of specimens,CN,,,,,,1,,17,40,,
II,Vicugna vicugna,fibres,Number of specimens,GB,,,,,,911,250,55,,,
II,Vicugna vicugna,fibres,Number of specimens,PE,,,,,,,310,,4,,
II,Vicugna vicugna,fibres,Number of specimens,US,,,,,,46,,80,80,,
II,Vicugna vicugna,fibres,Number of specimens,UY,,,,,,,,5,5,,
II,Vicugna vicugna,fibres,,CA,27,7,29,37,,,,,,,
II,Vicugna vicugna,fibres,,JP,,,,1,,,,,,,
II,Vicugna vicugna,fibres,,PE,,,310,,,,,,,,
II,Vicugna vicugna,fibres,,QA,,,10,,,,,,,,
II,Vicugna vicugna,fibres,,TW,,,,2,,,,,,,
II,Vicugna vicugna,fur products (large),m,US,,3,,,,,,,,,
II,Vicugna vicugna,fur products (large),m2,CN,,,,,,,41.98,37.74,57,,
II,Vicugna vicugna,fur products (large),Number of specimens,AU,,,27,,,,,,,,
II,Vicugna vicugna,fur products (large),Number of specimens,CN,,,,,,,,,3,,
II,Vicugna vicugna,fur product (small),Number of specimens,AE,,,,,,,,13,,,
II,Vicugna vicugna,fur product (small),Number of specimens,CA,,,,1,,,,,,,
II,Vicugna vicugna,fur product (small),Number of specimens,HK,,,,,,,,,2,,
II,Vicugna vicugna,fur product (small),Number of specimens,MX,,,,,,,1,,,,
II,Vicugna vicugna,fur product (small),Number of specimens,US,,,,48,111,40,116,165,,,
II,Vicugna vicugna,fur product (small),Number of specimens,VN,,,,,,,42,,,,
II,Vicugna vicugna,fur product (small),,EC,,3,,,,,,,,,
II,Vicugna vicugna,fur product (small),,US,212,120,146,,,,,,,,
II,Vicugna vicugna,garments,cm2,US,,,,29700,,,,,,,
II,Vicugna vicugna,garments,g,CN,,,,,,23.76,,,,,
II,Vicugna vicugna,garments,g,US,,,,490,,,,,,,
II,Vicugna vicugna,garments,kg,CN,,,,,,,,,1.229,,
II,Vicugna vicugna,garments,kg,IT,,,1144.753,,,,,,,,
II,Vicugna vicugna,garments,kg,MC,,,174,,,,,,,,
II,Vicugna vicugna,garments,kg,US,,,,,,,,1.34,,,
II,Vicugna vicugna,garments,m2,CH,,3.75,,,,,0.08,,,,
II,Vicugna vicugna,garments,m2,US,18,,,1,1,,16,29.25,0.62,,
II,Vicugna vicugna,garments,Number of specimens,AD,,,,,,3,13,,3,,
II,Vicugna vicugna,garments,Number of specimens,AE,,,,2,45,215,475.99999994,716,541,,
II,Vicugna vicugna,garments,Number of specimens,AL,,,,,,3,2,,,,
II,Vicugna vicugna,garments,Number of specimens,AM,,,,,,,,,9,,
II,Vicugna vicugna,garments,Number of specimens,AR,,,,,,,,1,6,,
II,Vicugna vicugna,garments,Number of specimens,AT,,,,,,,,1,,,
II,Vicugna vicugna,garments,Number of specimens,AU,,,54,65,4,8,30,12,11,,
II,Vicugna vicugna,garments,Number of specimens,AZ,,,,,,,11,5,4,,
II,Vicugna vicugna,garments,Number of specimens,BE,,,,,,2,,1,,,
II,Vicugna vicugna,garments,Number of specimens,BH,,,,,,,1,2,3,,
II,Vicugna vicugna,garments,Number of specimens,BL,,,,,,,,,1,,
II,Vicugna vicugna,garments,Number of specimens,BO,,,,,,,,,17,,
II,Vicugna vicugna,garments,Number of specimens,BR,,,,4,4,,3,1,18,,
II,Vicugna vicugna,garments,Number of specimens,BY,,,,,,,1,1,,,
II,Vicugna vicugna,garments,Number of specimens,CA,,,,,1,13,61,47,204,,
II,Vicugna vicugna,garments,Number of specimens,CG,,,,,,,,,1,,
II,Vicugna vicugna,garments,Number of specimens,CH,,,,182,812,385,232,394,357,,
II,Vicugna vicugna,garments,Number of specimens,CI,,,,,5,,,,,,
II,Vicugna vicugna,garments,Number of specimens,CL,,,,84,,51,2,38,22,,
II,Vicugna vicugna,garments,Number of specimens,CN,,,,126,1389,2379.00000006,1484,2208,3409,,
II,Vicugna vicugna,garments,Number of specimens,CU,,,,,,,1,,,,
II,Vicugna vicugna,garments,Number of specimens,CZ,,,,,,,,,1,,
II,Vicugna vicugna,garments,Number of specimens,DE,,,,2,15,21,14,24,13,7,
II,Vicugna vicugna,garments,Number of specimens,DK,,,,,,5,,,,,
II,Vicugna vicugna,garments,Number of specimens,EG,,,,,,,5,3,6,,
II,Vicugna vicugna,garments,Number of specimens,ET,,,,,,,1,,,,
II,Vicugna vicugna,garments,Number of specimens,FR,,,,316,75,,,,,,
II,Vicugna vicugna,garments,Number of specimens,GB,,,,,,304,418.6,741,1079,,
II,Vicugna vicugna,garments,Number of specimens,GE,,,,,,1,1,1,,,
II,Vicugna vicugna,garments,Number of specimens,GH,,,,,,,,1,,,
II,Vicugna vicugna,garments,Number of specimens,GN,,,,,,,1,,,,
II,Vicugna vicugna,garments,Number of specimens,HK,,,,10,701,374.00000002,344,672.00000002,1409,,
II,Vicugna vicugna,garments,Number of specimens,ID,,,,,,,1,,4,,
