App.,Taxon,Term,Unit,Country,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
I,Megaptera novaeangliae,specimens,,MX,6,,,,,,,,,,
I,Megaptera novaeangliae,specimens,,NL,222,29,59,,,,,,,,
I,Megaptera novaeangliae,specimens,,SE,1,12,,,,,,,,,
I,Megaptera novaeangliae,specimens,,US,285,563,481,178,,,,,508,386,
I,Megaptera novaeangliae,specimens,,ZA,,,,,,,34,,,,
I,Megaptera novaeangliae,wax,,NO,,4,,,,,,,,,
I,Melursus ursinus,skins,Number of specimens,DK,,,,,,1,,,,,
I,Microcebus berthae,specimens,mg,DE,3,,45,25,,,,5,5,,
I,Microcebus berthae,specimens,,DE,,180,,,,,,,,,
I,Microcebus berthae,specimens,,US,,20,,,,,,,,,
I,Microcebus ganzhorni,specimens,Number of specimens,US,,,,,,,,14,,,
I,Microcebus gerpi,specimens,g,DE,,,14,140,,,,,,,
I,Microcebus gerpi,specimens,,DE,,,,12,,,,,,,
I,Microcebus gerpi,specimens,,XX,,,,12,,,,,,,
I,Microcebus griseorufus,skin pieces,Number of specimens,US,,,,,,,,,59,,
I,Microcebus griseorufus,specimens,mg,DE,13.75,,,,,,,,,,
I,Microcebus griseorufus,specimens,mg,US,,10,,,,,,,,,
I,Microcebus griseorufus,specimens,ml,US,,,7.41,,,1,,,,,
I,Microcebus griseorufus,specimens,Number of specimens,US,,,,,,,,23,,,
I,Microcebus griseorufus,specimens,,US,,,247,,,,,,,,
I,Microcebus manitatra,specimens,Number of specimens,US,,,,,,,,9,,,
I,Microcebus murinus,hair,Number of specimens,DE,,,,,,,,122,,,
I,Microcebus murinus,specimens,g,DE,42.3,1800.8,3288.2,,,,,,,,
I,Microcebus murinus,specimens,g,XX,,,,2580,,,,,,,
I,Microcebus murinus,specimens,mg,DE,39.4,,320,330,,560,,40,60,,
I,Microcebus murinus,specimens,ml,US,,,,,,2,,,,,
I,Microcebus murinus,specimens,Number of specimens,DE,,,,,,,,154,244,,
I,Microcebus murinus,specimens,Number of specimens,US,,,,,,46,,25,4,,
I,Microcebus murinus,specimens,,DE,34,350,,,,,,,,,
I,Microcebus ravelobensis,hair,Number of specimens,DE,,,,,,,,59,,,
I,Microcebus ravelobensis,specimens,g,DE,142.6,2051.7,4612.6,,,,,,,,
I,Microcebus ravelobensis,specimens,mg,DE,32,,,,,,,,,,
I,Microcebus ravelobensis,specimens,Number of specimens,DE,,,,,,,,198,118,,
I,Microcebus ravelobensis,specimens,,DE,40,,,,,,,,,,
I,Microcebus rufus,specimens,g,XX,,,,70,,,,,,,
I,Microcebus rufus,specimens,Number of specimens,US,,,,70,,,,,,,
I,Microcebus rufus,specimens,,DE,,50,,,,,,,,,
I,Microcebus rufus,specimens,,US,104,,,,,,,,,,
I,Microcebus sambiranensis,hair,kg,GB,,,,,,,,,0.01,,
I,Microcebus sambiranensis,specimens,g,GB,,,,,,,8,,,,
I,Microcebus sambiranensis,specimens,g,XX,,,,32,,,,,,,
I,Microcebus sambiranensis,specimens,mg,DE,9.2,,,,,,,,,,
I,Microcebus sambiranensis,specimens,Number of specimens,GB,,,,,,,,8,,,
I,Microcebus sambiranensis,specimens,Number of specimens,US,,,,33,,,,,,,
I,Microcebus sambiranensis,specimens,,DE,,,60,,,,,,,,
I,Microcebus sambiranensis,specimens,,US,,,,1,,,,,,,
I,Microcebus spp.,specimens,g,DE,58.9,104,17,,,,,,,,
I,Microcebus spp.,specimens,g,US,4,,,,,,,,,,
I,Microcebus spp.,specimens,g,XX,,,,54,,,,,,,
I,Microcebus spp.,specimens,mg,DE,21,170,,17,,,,,,,
I,Microcebus spp.,specimens,mg,US,,10,,,,,,19,,,
I,Microcebus spp.,specimens,ml,US,,,1.38,,,,,5,,,
I,Microcebus spp.,specimens,Number of specimens,DE,,,,,,,482,,,,
I,Microcebus spp.,specimens,Number of specimens,US,,,,81,,,,377,,,
I,Microcebus spp.,specimens,,DE,,19,,,52,,,,,,
I,Microcebus spp.,specimens,,US,,13,46,,,,,,,,
I,Microcebus spp.,specimens,,XX,,,,79,,,,,,,
I,Microcebus spp.,unspecified,Number of specimens,US,,,,,,,,1,,,
I,Microcebus tanosi,specimens,mg,XX,,,,0.6,,,,,,,
I,Microcebus tanosi,specimens,Number of specimens,US,,,,,,,,23,,,
I,Microcebus tavaratra,specimens,g,PT,,,88.04,,,,,,,,
I,Microcebus tavaratra,specimens,g,XX,,,,24,,,,,,,
I,Microcebus tavaratra,specimens,kg,PT,,,0.176,,,,,,,,
I,Microcebus tavaratra,specimens,Number of specimens,US,,,,24,,,,,,,
I,Microcebus tavaratra,specimens,,PT,,180,,,,,,,,,
I,Microcebus tavaratra,specimens,,US,96,,,,,,,,,,
I,Mirza coquereli,hair,kg,GB,,,,,,,,,0.05,,
I,Mirza coquereli,specimens,g,XX,,,,1,,,,,,,
I,Mirza coquereli,specimens,mg,DE,3,,,,,,,,,,
I,Mirza coquereli,specimens,Number of specimens,GB,,,,,,,,51,,,
I,Mirza coquereli,specimens,Number of specimens,US,,,,1,,,,,,,
I,Mirza coquereli,specimens,,DE,50,20,,,,,,,,,
I,Mirza spp.,specimens,g,GB,,,,,,,51,,,,
I,Monachus monachus,specimens,,FR,,,1,,,,,,,,
I,Monachus monachus,teeth,Number of specimens,JP,,,,,,,2,,,,
I,Monachus monachus,tusks,,JP,,10,,,,,,,,,
I,Moschus chrysogaster,trophies,,NZ,,2,,,,,,,,,
I,Muntiacus crinifrons,bodies,,KP,1,,,,,,,,,,
I,Mustela nigripes,specimens,,GB,8,,,,,,,,,,
I,Naemorhedus goral,bodies,,KP,1,,,,,,,,,,
I,Naemorhedus goral,specimens,Number of specimens,AT,,,,,,4,,,,,
I,Neomonachus schauinslandi,specimens,,RU,,,,,80,,,,,,
I,Neophocaena asiaeorientalis,specimens,,US,1,,,,,,,,,,
I,Neophocaena phocaenoides,powder,,CA,,,,2,,,,,,,
I,Neophocaena phocaenoides,skins,,CA,,,,,,2,,,,,
I,Neophocaena phocaenoides,skins,,CN,,,40,,,,,,,,
I,Neophocaena phocaenoides,skulls,,CA,,,1,,,,,,,,
I,Neophocaena phocaenoides,specimens,Number of specimens,GR,,,,,,95,,,,,
I,Neophocaena phocaenoides,specimens,,CN,,7,34,,,,,,,,
I,Neophocaena phocaenoides,specimens,,GB,,,6,,,,,,,,
I,Neophocaena phocaenoides,specimens,,KR,7,,,,,,,,,,
I,Neophocaena phocaenoides,teeth,Number of specimens,US,,,,,,65,,,,,
I,Neophocaena phocaenoides,teeth,,CA,,,,1,,1,,,,,
I,Nomascus annamensis,specimens,Number of specimens,AU,,,,97,,,,,,,
I,Nomascus annamensis,specimens,,DE,30,,12,,,,,,,,
I,Nomascus gabriellae,live,,RU,,,,,,,1,,,,
I,Nomascus leucogenys,bodies,,KP,1,,,,,,,,,,
I,Nomascus leucogenys,specimens,,DE,20,,,,,,,,,,
I,Nomascus siki,specimens,,DE,10,,9,,,,,,,,
I,Nycticebus bengalensis,specimens,,US,,5,,,,,,,,,
I,Nycticebus coucang,bodies,Number of specimens,CN,,,,,,1,,,1,,
I,Nycticebus coucang,bodies,,KP,2,,,,,,,,,,
I,Nycticebus coucang,hair,g,JP,,,24,,,,,,,,
I,Nycticebus coucang,live,Number of specimens,AU,,,2,,,,,,,,
I,Nycticebus coucang,live,,AU,,2,,,,,,,,,
I,Nycticebus coucang,specimens,,US,,4,,,,,,,,,
I,Nycticebus pygmaeus,specimens,,DE,,,72,,,,,,,,
I,Nycticebus spp.,hair,g,JP,,36,,9,,,,,,,
I,Nycticebus spp.,hair products,g,JP,,,24,,,,,,,,
I,Orcaella brevirostris,bones,Number of specimens,US,,,,,,1,,,,,
I,Orcaella brevirostris,powder,,CA,,,,4,,,,,,,
I,Orcaella brevirostris,skins,Number of specimens,US,,,,,,6,,,,,
I,Orcaella brevirostris,skins,,CA,,,,,,4,,,,,
I,Orcaella brevirostris,skins,,CN,,,40,,,,,,,,
I,Orcaella brevirostris,specimens,g,US,1987.4,,,,,,,3516,,,
I,Orcaella brevirostris,specimens,Number of specimens,GR,,,,,,61,,,,,
I,Orcaella brevirostris,specimens,Number of specimens,US,,,,28,2,8,14,92,,,
I,Orcaella brevirostris,specimens,,CN,,,40,,,,,,,,
I,Orcaella brevirostris,specimens,,US,,,,12,14,,,,,,
I,Orcaella brevirostris,teeth,Number of specimens,US,,,,,,1,,,,,
I,Orcaella brevirostris,teeth,,CA,,,,4,,4,,,,,
I,Orcaella heinsohni,skin pieces,Number of specimens,CH,,,,88,,,,,,,
I,Orcaella heinsohni,specimens,Number of specimens,CH,,,,88,,,,,,,
I,Orcaella heinsohni,specimens,,AU,40,,,,,,,,,,
I,Oreonax flavicauda,hair,,DE,20,,,,,,,,,,
I,Oreonax flavicauda,specimens,Number of specimens,GB,,,,,,6,,,,,
I,Oreonax flavicauda,specimens,Number of specimens,US,,,,180,,,,,,,
I,Oreonax flavicauda,specimens,,DE,70,,,,,,,,,,
I,Oryx dammah,bodies,,CA,1,,,,,,,,,,
I,Oryx dammah,bodies,,CN,,1,,,,,,,,,
I,Oryx dammah,bodies,,SA,1,,,,,,,,,,
I,Oryx dammah,bodies,,TH,,,,1,,,,,,,
I,Oryx dammah,live,Number of specimens,GB,,,,,,,,,1,,
I,Oryx dammah,skin pieces,Number of specimens,CA,,,,,2,1,,,,,
I,Oryx dammah,skins,,AT,,,,,,1,,,,,
I,Oryx dammah,skins,,DK,1,,,,,,,,,,
I,Oryx dammah,skins,,SA,1,,,,,,,,,,
I,Oryx dammah,specimens,,FR,,,,118,,,,,,,
I,Oryx dammah,trophies,Number of specimens,DK,,,,,,,,1,3,,
I,Oryx dammah,trophies,Number of specimens,ES,,,,,,,,3,1,,
I,Oryx dammah,trophies,Number of specimens,LV,,,,,,,,,1,,
I,Oryx dammah,trophies,Number of specimens,MX,,,,,,,1,,1,,
I,Oryx dammah,trophies,Number of specimens,PE,,,,,1,,,,,,
I,Oryx dammah,trophies,Number of specimens,PT,,,,,1,,,,,,
I,Oryx dammah,trophies,Number of specimens,RO,,,,,,,2,,1,,
I,Oryx dammah,trophies,Number of specimens,ZM,,,,,,,,,1,,
I,Oryx dammah,trophies,,AR,1,,,,,,,,,,
I,Oryx dammah,trophies,,AT,1,1,,,,,,,,,
I,Oryx dammah,trophies,,BE,,,,,,1,,,,,
I,Oryx dammah,trophies,,BG,,,,,1,,,,,,
I,Oryx dammah,trophies,,CA,2,,1,,2,,,,,,
I,Oryx dammah,trophies,,CN,,1,2,,,,,,,,
I,Oryx dammah,trophies,,DE,,,,,1,,,,,,
I,Oryx dammah,trophies,,DK,4,2,1,2,,1,,,,,
I,Oryx dammah,trophies,,EE,,,1,,,,,,,,
I,Oryx dammah,trophies,,ES,2,2,,1,,,1,,,,
I,Oryx dammah,trophies,,HU,,,7,,,,,,,,
I,Oryx dammah,trophies,,MX,,1,,,,,,,,,
I,Oryx dammah,trophies,,PE,,,,,1,,,,,,
I,Oryx dammah,trophies,,PK,2,1,,1,,,,,,,
I,Oryx dammah,trophies,,PL,,,,,1,,,,,,
I,Oryx dammah,trophies,,RU,,,2,1,1,3,,1,,,
I,Oryx dammah,trophies,,SK,1,,,,,1,1,,,,
I,Oryx dammah,trophies,,US,,,8,,,,6,,,,
I,Oryx leucoryx,live,,JO,,30,,,,,,,,,
I,Oryx leucoryx,trophies,Number of specimens,MX,,,,,,,1,,,,
I,Oryx leucoryx,trophies,Number of specimens,ZA,,,,,,1,,,,,
I,Oryx leucoryx,trophies,,AU,,,,,,1,,,,,
I,Oryx leucoryx,trophies,,CN,,,1,,,,,,,,
I,Oryx leucoryx,trophies,,ZA,,,1,,,,,,,,
I,Oryx spp.,unspecified,,ML,,,,,28,,,,,,
I,Otariidae spp.,specimens,,CA,,2,10,,,,,,,,
I,Ovis gmelini,skulls,Number of specimens,SA,,,,,,,2,,,,
I,Ovis gmelini,trophies,Number of specimens,SA,,,,,,,2,,,,
I,Ovis gmelini,trophies,,AT,,,,,,,,1,,,
I,Ovis polii,trophies,,DK,1,,,,,,,,,,
I,Ovis vignei,trophies,Number of specimens,MX,,,,,,2,,,,,
I,Ovis vignei,trophies,,AT,,,,,,2,,,,,
I,Ovis vignei,trophies,,BY,,,,,,1,,,,,
I,Ovis vignei,trophies,,DE,,,,,,3,,,,,
I,Ovis vignei,trophies,,LB,,,,1,,,,,,,
I,Ovis vignei,trophies,,MX,,,,,2,,,,,,
I,Ovis vignei,trophies,,RU,,,,,1,,,,,,
I,Ozotoceros bezoarticus,specimens,Number of specimens,CA,,,,,,,,,100,,
I,Pan paniscus,live,,AE,,,,,,,,1,,,
I,Pan paniscus,skeletons,Number of specimens,DE,,,,,,1,,,1,,
I,Pan paniscus,specimens,g,DE,,,,,,,,,,1,
I,Pan paniscus,specimens,Number of specimens,DE,,,,,,,,2,3,,
I,Pan paniscus,specimens,,DE,,,,,,,,,3,,
I,Pan paniscus,specimens,,US,,,1,721,,,,,,,
I,Pan spp.,specimens,,DE,,204,,,,,,,,,
I,Panthera leo,live,,AL,,,,,,,1,,,,
I,Panthera leo,live,,NL,,,,,,,,1,,,
I,Panthera leo,live,,XX,,,,,,,1,,,,
I,Panthera leo,live,,ZA,,,,,,,,,1,,
I,Panthera leo,skins,Number of specimens,CH,,,,,1,,,,,,
I,Panthera leo,trophies,Number of specimens,RU,,,,,1,,,,,,
I,Panthera leo,trophies,Number of specimens,US,,,,,3,,,,,,
I,Panthera leo,trophies,Number of specimens,ZA,,,,,,1,,,,,
I,Panthera leo,trophies,,AE,,,,2,,,,,,,
I,Panthera leo,trophies,,HU,,,,,,,1,,,,
I,Panthera leo,trophies,,SA,,,,1,,,,,,,
I,Panthera leo,trophies,,US,,1,,,,,,,,,
I,Panthera leo,trophies,,ZM,,,,1,,,,,,,
I,Panthera onca,bodies,,KP,1,,,,,,,,,,
I,Panthera onca,carvings,Number of specimens,BR,,,,,,,,,15,,
I,Panthera onca,claws,,CH,,,1,,,,,,,,
I,Panthera onca,garments,,RS,,1,,,,,,,,,
I,Panthera onca,hair,Number of specimens,US,,,,7,,,,,,,
I,Panthera onca,live,Number of specimens,AR,,,,,,,3,1,,,
I,Panthera onca,live,Number of specimens,CN,,,,,,,,2,,,
I,Panthera onca,live,Number of specimens,QA,,,,,,,,,2,,
I,Panthera onca,live,Number of specimens,RO,,,,,,,,1,,,
I,Panthera onca,live,Number of specimens,US,,,,,,,,,1,,
I,Panthera onca,live,,AR,1,1,2,1,,,,,,,
I,Panthera onca,live,,CN,,,,,,,,2,,,
I,Panthera onca,live,,QA,,,,,,,,,2,,
I,Panthera onca,live,,US,,1,,,,,,,,,
I,Panthera onca,specimens,g,IT,,28.8,,,,,,,,,
I,Panthera onca,specimens,ml,GB,,,,,,,38,,,,
I,Panthera onca,specimens,ml,US,,,,,,,,4,,,
I,Panthera onca,specimens,Number of specimens,BR,,,,,,,100,,,,
I,Panthera onca,specimens,Number of specimens,CO,,,,,,,2,,,,
I,Panthera onca,specimens,Number of specimens,DE,,,,,2,,,20,,,
I,Panthera onca,specimens,Number of specimens,ES,,,,,2,135,,,,,
I,Panthera onca,specimens,Number of specimens,PY,,,,,,5,,,,,
I,Panthera onca,specimens,Number of specimens,US,,,,9,209,89,415,8,40,,
I,Panthera onca,specimens,,DE,,,,,2,,,,,,
I,Panthera onca,specimens,,ES,,,,93,2,,,,,,
I,Panthera onca,specimens,,GB,,147,,,,,,,,,
I,Panthera onca,specimens,,IT,,17,,,,,,,,,
I,Panthera onca,specimens,,US,,22,,25,,,,,,,
I,Panthera onca,teeth,Number of specimens,US,,,,4,,,,,,,
I,Panthera onca,trophies,,US,,1,,,,,,,,,
I,Panthera pardus,bodies,Number of specimens,CA,,,,,,2,,1,,,
I,Panthera pardus,bodies,Number of specimens,CN,,,,1,2,3,1,,2,,
I,Panthera pardus,bodies,Number of specimens,DE,,,,,,,1,,,,
I,Panthera pardus,bodies,Number of specimens,FI,,,,,,,,1,,,
I,Panthera pardus,bodies,Number of specimens,LU,,,,,1,,,,,,
I,Panthera pardus,bodies,Number of specimens,SA,,,,,,,1,,,,
I,Panthera pardus,bodies,Number of specimens,US,,,,,1,1,1,,2,,
I,Panthera pardus,bodies,,CA,5,,,,,,,,,,
I,Panthera pardus,bodies,,CN,6,4,4,1,,,,,,,
I,Panthera pardus,bodies,,DE,2,,,,,,,,,,
I,Panthera pardus,bodies,,HN,,,,,2,,,,,,
I,Panthera pardus,bodies,,IT,1,,,,,,,,,,
I,Panthera pardus,bodies,,KZ,,,,,1,,,,,,
I,Panthera pardus,bodies,,NL,1,,,,,,,,,,
I,Panthera pardus,bodies,,OM,,1,,,,,,,,,
I,Panthera pardus,bodies,,PA,,,,,,,,,1,,
I,Panthera pardus,bodies,,UA,,,1,,,,,,,,
I,Panthera pardus,bodies,,US,4,,,1,,,1,,,,
I,Panthera pardus,bone carvings,Number of specimens,MU,,,,,,,,,1,,
I,Panthera pardus,bone carvings,,US,,,2,,,,,,,,
I,Panthera pardus,bone pieces,Number of specimens,US,,,,,,,,2,,,
I,Panthera pardus,bone pieces,,US,,,2,,,,,,,,
I,Panthera pardus,bones,g,GB,1,,,,,,,,,,
I,Panthera pardus,bones,kg,GB,50,,,,,,,,,,
I,Panthera pardus,bones,Number of specimens,CA,,,,,,2,2,2,1,,
I,Panthera pardus,bones,Number of specimens,US,,,,,,,,1,,,
I,Panthera pardus,bones,,CA,1,,,,,,,,,,
I,Panthera pardus,bones,,DE,,1,,,,,,,,,
I,Panthera pardus,bones,,GB,50,,,,,,,,,,
I,Panthera pardus,bones,,RU,90,,,,,,,,,,
I,Panthera pardus,bones,,US,,1,,,,2,,,,,
I,Panthera pardus,bones,,ZA,2,,,4,,,,,,,
I,Panthera pardus,claws,,TH,,,18,,,,,,,,
I,Panthera pardus,claws,,ZA,,36,,,,,,,,,
I,Panthera pardus,derivatives,Number of specimens,KR,,,,,,,,,15,,
I,Panthera pardus,garments,,BE,,1,,,,,,,,,
I,Panthera pardus,hair,,DE,1,,,,,,,,,,
I,Panthera pardus,leather products (small),Number of specimens,TZ,,,,,,,,5,,,
I,Panthera pardus,leather products (small),,CH,,,20,,,,,,,,
I,Panthera pardus,leather products (small),,TZ,,,,,,5,,,,,
I,Panthera pardus,leather products (small),,ZA,,,,,1,,,,,,
I,Panthera pardus,live,Number of specimens,ES,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,PL,,,,,,,1,1,,,
I,Panthera pardus,live,Number of specimens,RO,,,,,,,,1,,,
I,Panthera pardus,live,Number of specimens,SA,,,,,,1,,,,,
I,Panthera pardus,live,Number of specimens,XX,,,,,,1,,,,,
I,Panthera pardus,live,Number of specimens,ZA,,,,,,,,,3,,
I,Panthera pardus,live,,CA,1,,,,,,,,,,
I,Panthera pardus,live,,KG,1,,,,,,,,,,
I,Panthera pardus,live,,MW,,,,8,7,,,,,,
I,Panthera pardus,live,,MZ,,6,,,5,10,,,,,
I,Panthera pardus,live,,PH,4,,,,,,,,,,
I,Panthera pardus,live,,RU,,,,,,,2,,,,
I,Panthera pardus,live,,UZ,,,,,,,1,,,,
I,Panthera pardus,rug,Number of specimens,CA,,,,2,,,,,,,
I,Panthera pardus,rug,Number of specimens,SA,,,1,,,,,,,,
I,Panthera pardus,rug,Number of specimens,US,,,,,,,,,1,,
I,Panthera pardus,rug,,AT,,,,,,,,1,,,
I,Panthera pardus,rug,,CA,1,,,,,,,,,,
I,Panthera pardus,rug,,CN,2,,,,,,,,,,
I,Panthera pardus,rug,,FR,1,,,,,,,,,,
I,Panthera pardus,rug,,GG,,,6,,,,,,,,
I,Panthera pardus,rug,,RU,2,,,,,,,,,,
I,Panthera pardus,rug,,US,,2,,,,,,,,,
I,Panthera pardus,skeletons,Number of specimens,CA,,,,,,,,,1,,
I,Panthera pardus,skeletons,Number of specimens,KE,,,,,,2,,,,,
I,Panthera pardus,skin pieces,Number of specimens,US,,,,,700,,,,,,
I,Panthera pardus,skin pieces,Number of specimens,ZW,,,,,,,,4,,,
I,Panthera pardus,skin pieces,,GB,50,,,,,,,,,,
I,Panthera pardus,skin pieces,,SE,,,,,,,,5,,,
I,Panthera pardus,skin pieces,,ZA,,,3,,,,,,,,
I,Panthera pardus,skins,kg,GB,1,,,,,,,,,,
I,Panthera pardus,skins,m2,CN,,,,,7,,,,,,
I,Panthera pardus,skins,Number of specimens,AE,,,,,,,1,,,,
I,Panthera pardus,skins,Number of specimens,AT,,,,,,1,,,,,
I,Panthera pardus,skins,Number of specimens,CA,,,,1,,4,7,9,6,,
I,Panthera pardus,skins,Number of specimens,CN,,,,,,,8,,,,
I,Panthera pardus,skins,Number of specimens,DE,,,,,,,,1,,,
I,Panthera pardus,skins,Number of specimens,DK,,,,,,,,1,,,
I,Panthera pardus,skins,Number of specimens,FR,,,,,2,1,,1,,,
I,Panthera pardus,skins,Number of specimens,KE,,,,,,2,,,,,
I,Panthera pardus,skins,Number of specimens,MX,,,,,1,1,1,1,2,,
I,Panthera pardus,skins,Number of specimens,OM,,,,,,2,,,,,
I,Panthera pardus,skins,Number of specimens,SL,,,,,,,,1,,,
I,Panthera pardus,skins,Number of specimens,US,,,,4,5,1,6,5,2,,
I,Panthera pardus,skins,Number of specimens,ZA,,,,,,1,1,,,,
I,Panthera pardus,skins,,AT,1,1,,3,,,,,,,
I,Panthera pardus,skins,,BE,2,1,,,,,,,,,
I,Panthera pardus,skins,,BG,,,1,,,,,,,,
I,Panthera pardus,skins,,BT,,,,,1,,,,,,
I,Panthera pardus,skins,,CA,11,2,,,,,,,,,
I,Panthera pardus,skins,,CN,1,2,1,,,,,,,,
I,Panthera pardus,skins,,DE,2,,1,,,,,,,,
I,Panthera pardus,skins,,ES,3,1,2,1,,,,,,,
I,Panthera pardus,skins,,FR,1,2,,2,,,,,,,
I,Panthera pardus,skins,,GB,52,,,1,,,,,,,
I,Panthera pardus,skins,,HU,1,,,,,,,,,,
I,Panthera pardus,skins,,IT,,,,1,,,,,,,
I,Panthera pardus,skins,,LB,,1,,,,,,,,,
I,Panthera pardus,skins,,LV,,,,1,,,,,,,
I,Panthera pardus,skins,,MA,,,2,,,,,,,,
I,Panthera pardus,skins,,MX,1,5,4,1,,,,,,,
I,Panthera pardus,skins,,NL,2,,,,,,,,,,
I,Panthera pardus,skins,,NZ,1,,2,,,,,,,,
I,Panthera pardus,skins,,PA,,,,,,,,,1,,
I,Panthera pardus,skins,,PL,1,,,,,,,,,,
I,Panthera pardus,skins,,QA,,2,,,,,,,,,
I,Panthera pardus,skins,,RU,1,,,,,,,,,,
I,Panthera pardus,skins,,SA,,1,,,,,,,,,
I,Panthera pardus,skins,,SE,,,1,,,,,,,,
I,Panthera pardus,skins,,SK,,1,,,,1,,,,,
I,Panthera pardus,skins,,UA,,,,2,,,,,,,
I,Panthera pardus,skins,,US,12,10,14,8,,,2,,,,
I,Panthera pardus,skins,,XX,,,1,,,,,,,,
I,Panthera pardus,skins,,ZA,2,,,4,1,1,,,,,
I,Panthera pardus,skulls,g,GB,1,,,,,,,,,,
I,Panthera pardus,skulls,Number of specimens,AT,,,,,,1,,,,,
I,Panthera pardus,skulls,Number of specimens,BE,,,,,,,,,1,,
I,Panthera pardus,skulls,Number of specimens,CA,,,,1,,7,8,9,5,,
I,Panthera pardus,skulls,Number of specimens,CH,,,,,,2,1,2,,,
I,Panthera pardus,skulls,Number of specimens,DE,,,,,,,,1,,,
I,Panthera pardus,skulls,Number of specimens,DK,,,,,,1,,,,,
I,Panthera pardus,skulls,Number of specimens,EC,,,,,,,1,,,,
I,Panthera pardus,skulls,Number of specimens,ES,,,,,1,3,,,,,
I,Panthera pardus,skulls,Number of specimens,FI,,,,,,,,1,,,
I,Panthera pardus,skulls,Number of specimens,FR,,,,,,2,,,,,
I,Panthera pardus,skulls,Number of specimens,GB,,,,,,,,1,,,
I,Panthera pardus,skulls,Number of specimens,HN,,,,,,,,1,,,
I,Panthera pardus,skulls,Number of specimens,KE,,,,,,2,,,,,
I,Panthera pardus,skulls,Number of specimens,MU,,,,,,,,,1,,
I,Panthera pardus,skulls,Number of specimens,MX,,,,,1,1,1,1,2,,
I,Panthera pardus,skulls,Number of specimens,PL,,,,,1,,,,,,
I,Panthera pardus,skulls,Number of specimens,SA,,,,,,,3,,,,
I,Panthera pardus,skulls,Number of specimens,US,,,,5,7,2,7,3,5,,
I,Panthera pardus,skulls,,AR,2,,,,,,,,,,
I,Panthera pardus,skulls,,AT,1,1,2,,,,1,,,,
I,Panthera pardus,skulls,,BE,1,,1,,,,,,,,
I,Panthera pardus,skulls,,CA,15,2,,1,,,,,,,
I,Panthera pardus,skulls,,CH,,1,2,,,,,,,,
I,Panthera pardus,skulls,,CN,4,,,,,,,,,,
I,Panthera pardus,skulls,,CZ,1,,,,,,,,,,
I,Panthera pardus,skulls,,DE,3,1,,,,,,,,,
I,Panthera pardus,skulls,,DK,1,,,,,,,,,,
I,Panthera pardus,skulls,,ES,2,1,2,2,,,,,,,
I,Panthera pardus,skulls,,FR,7,2,,,,,,,,,
I,Panthera pardus,skulls,,GB,,1,,,,,,,,,
I,Panthera pardus,skulls,,HU,1,,,,,,,,,,
I,Panthera pardus,skulls,,IT,2,,,,,,,,,,
I,Panthera pardus,skulls,,MA,,,2,,,,,,,,
I,Panthera pardus,skulls,,MX,2,2,3,2,,,,,,,
I,Panthera pardus,skulls,,NL,2,,,,,,,,,,
I,Panthera pardus,skulls,,NO,1,1,,,,,,,,,
I,Panthera pardus,skulls,,NZ,1,,,,,,,,,,
I,Panthera pardus,skulls,,PE,,1,,,,,,,,,
I,Panthera pardus,skulls,,PL,1,,,,,,,,,,
I,Panthera pardus,skulls,,RO,1,,1,,,,,,,,
I,Panthera pardus,skulls,,RU,4,,2,1,,,,,,,
I,Panthera pardus,skulls,,SA,1,,,,,,,,,,
I,Panthera pardus,skulls,,SE,2,1,,,,,,,,,
I,Panthera pardus,skulls,,SK,,1,,,,2,,,,,
I,Panthera pardus,skulls,,UA,1,,,,,,,,,,
I,Panthera pardus,skulls,,US,26,18,20,13,,,,,,,
I,Panthera pardus,skulls,,ZA,,19,,10,2,,,,,,
I,Panthera pardus,specimens,g,NA,,,,,,,,,2,,
I,Panthera pardus,specimens,kg,GB,50,,,,,,,,,,
I,Panthera pardus,specimens,ml,KR,,,,255,340,,1.7,,,,
I,Panthera pardus,specimens,Number of specimens,DE,,,,,,290,10,200,8,8,
I,Panthera pardus,specimens,Number of specimens,DK,,,,,2,,,,,,
I,Panthera pardus,specimens,Number of specimens,GB,,,,,,,,1,,,
I,Panthera pardus,specimens,Number of specimens,KR,,,,510,680,,200,,,,
I,Panthera pardus,specimens,Number of specimens,NA,,,,,,,,50,,,
I,Panthera pardus,specimens,Number of specimens,SE,,,,,,,4500,1,,,
I,Panthera pardus,specimens,Number of specimens,US,,,,83,,2,,2,13,,
I,Panthera pardus,specimens,Number of specimens,ZA,,,,,1,,,,,,
I,Panthera pardus,specimens,,CN,,5,,,,,,,,,
I,Panthera pardus,specimens,,DE,902,,,900,,22,,,,,
I,Panthera pardus,specimens,,GB,117,,,,,,,,,,
I,Panthera pardus,specimens,,SE,,,280,280,,21,,64,,,
I,Panthera pardus,specimens,,US,40,,9,83,,,,,7,,
I,Panthera pardus,specimens,,ZA,8,6,90,,,,166,,,,
I,Panthera pardus,teeth,Number of specimens,DE,,,,,,,,,8,,
I,Panthera pardus,teeth,Number of specimens,US,,,,,,,1,,,,
I,Panthera pardus,teeth,,DE,,,4,,,,,,,,
I,Panthera pardus,teeth,,US,,1,,,,,,,,,
I,Panthera pardus,trophies,Number of specimens,AE,,,,,,2,,1,,,
I,Panthera pardus,trophies,Number of specimens,AR,,,,,1,1,1,5,1,,
